trp_player|玩 家
trp_kingdom_5_1c_daughter_1_pl|贵 夫 人 Eleandra
trp_kingdom_5_2c_daughter_1|贵 夫 人 Meraced
trp_kingdom_5_2c_daughter_1_pl|贵 夫 人 Meraced
trp_kingdom_5_1c_wife_1|贵 夫 人 Adelisa
trp_kingdom_5_1c_wife_1_pl|贵 夫 人 Adelisa
trp_kingdom_5_2c_wife_1|贵 夫 人 Calantina
trp_kingdom_5_2c_wife_1_pl|贵 夫 人 Calantina
trp_kingdom_5_1c_daughter_2|贵 夫 人 Forbesa
trp_kingdom_5_1c_daughter_2_pl|贵 夫 人 Forbesa
trp_kingdom_5_2c_daughter_2|贵 夫 人 Claudora
trp_kingdom_5_2c_daughter_2_pl|贵 夫 人 Claudora
trp_kingdom_5_1b_wife|贵 夫 人 Anais
trp_kingdom_5_1b_wife_pl|贵 夫 人 Anais
trp_kingdom_5_2b_wife_2|贵 夫 人 Miraeia
trp_kingdom_5_2b_wife_2_pl|贵 夫 人 Miraeia
trp_kingdom_5_1c_daughter_3|贵 夫 人 Agasia
trp_kingdom_5_1c_daughter_3_pl|贵 夫 人 Agasia
trp_kingdom_5_lady_16|贵 夫 人 Geneiava
trp_kingdom_5_lady_16_pl|贵 夫 人 Geneiava
trp_kingdom_5_1c_wife_2|贵 夫 人 Gwenael
trp_kingdom_5_1c_wife_2_pl|贵 夫 人 Gwenael
trp_kingdom_5_2c_wife_2|贵 夫 人 Ysueth
trp_kingdom_5_2c_wife_2_pl|贵 夫 人 Ysueth
trp_kingdom_5_1c_daughter_4|贵 夫 人 Ellian
trp_kingdom_5_1c_daughter_4_pl|贵 夫 人 Ellian
trp_kingdom_5_lady_20|贵 夫 人 Timethi
trp_kingdom_5_lady_20_pl|贵 夫 人 Timethi
trp_kingdom_6_lady_1|贵 夫 人 Rayma
trp_kingdom_6_lady_1_pl|贵 夫 人 Rayma
trp_kingdom_6_lady_2|贵 夫 人 Thanaikha
trp_kingdom_6_lady_2_pl|贵 夫 人 Thanaikha
trp_kingdom_6_lady_3|贵 夫 人 Sulaha
trp_kingdom_6_lady_3_pl|贵 夫 人 Sulaha
trp_kingdom_6_lady_4|贵 夫 人 Shatha
trp_kingdom_6_lady_4_pl|贵 夫 人 Shatha
trp_kingdom_6_lady_5|贵 夫 人 Bawthan
trp_kingdom_6_lady_5_pl|贵 夫 人 Bawthan
trp_kingdom_6_lady_6|贵 夫 人 Mahayl
trp_kingdom_6_lady_6_pl|贵 夫 人 Mahayl
trp_kingdom_6_lady_7|贵 夫 人 Isna
trp_kingdom_6_lady_7_pl|贵 夫 人 Isna
trp_kingdom_6_lady_8|贵 夫 人 Siyafan
trp_kingdom_6_lady_8_pl|贵 夫 人 Siyafan
trp_kingdom_6_lady_9|贵 夫 人 Ifar
trp_kingdom_6_lady_9_pl|贵 夫 人 Ifar
trp_kingdom_6_lady_10|贵 夫 人 Yasmin
trp_kingdom_6_lady_10_pl|贵 夫 人 Yasmin
trp_kingdom_6_lady_11|贵 夫 人 Dula
trp_kingdom_6_lady_11_pl|贵 夫 人 Dula
trp_kingdom_6_lady_12|贵 夫 人 Ruwa
trp_kingdom_6_lady_12_pl|贵 夫 人 Ruwa
trp_kingdom_6_lady_13|贵 夫 人 Luqa
trp_kingdom_6_lady_13_pl|贵 夫 人 Luqa
trp_kingdom_6_lady_14|贵 夫 人 Zandina
trp_kingdom_6_lady_14_pl|贵 夫 人 Zandina
trp_kingdom_6_lady_15|贵 夫 人 Lulya
trp_kingdom_6_lady_15_pl|贵 夫 人 Lulya
trp_kingdom_6_lady_16|贵 夫 人 Zahara
trp_kingdom_6_lady_16_pl|贵 夫 人 Zahara
trp_kingdom_6_lady_17|贵 夫 人 Safiya
trp_kingdom_6_lady_17_pl|贵 夫 人 Safiya
trp_kingdom_6_lady_18|贵 夫 人 Khalisa
trp_kingdom_6_lady_18_pl|贵 夫 人 Khalisa
trp_kingdom_6_lady_19|贵 夫 人 Janab
trp_kingdom_6_lady_19_pl|贵 夫 人 Janab
trp_kingdom_6_lady_20|贵 夫 人 Sur
trp_kingdom_6_lady_20_pl|贵 夫 人 Sur
trp_heroes_end|{!}heroes end
trp_heroes_end_pl|{!}heroes end
trp_town_1_seneschal|{!}Town 1 Seneschal
trp_town_1_seneschal_pl|{!}Town 1 Seneschal
trp_town_2_seneschal|{!}Town 2 Seneschal
trp_town_2_seneschal_pl|{!}Town 2 Seneschal
trp_town_3_seneschal|{!}Town 3 Seneschal
trp_town_3_seneschal_pl|{!}Town 3 Seneschal
trp_town_4_seneschal|{!}Town 4 Seneschal
trp_town_4_seneschal_pl|{!}Town 4 Seneschal
trp_town_5_seneschal|{!}Town 5 Seneschal
trp_town_5_seneschal_pl|{!}Town 5 Seneschal
trp_town_6_seneschal|{!}Town 6 Seneschal
trp_town_6_seneschal_pl|{!}Town 6 Seneschal
trp_town_7_seneschal|{!}Town 7 Seneschal
trp_town_7_seneschal_pl|{!}Town 7 Seneschal
trp_town_8_seneschal|{!}Town 8 Seneschal
trp_town_8_seneschal_pl|{!}Town 8 Seneschal
trp_town_9_seneschal|{!}Town 9 Seneschal
trp_town_9_seneschal_pl|{!}Town 9 Seneschal
trp_town_10_seneschal|{!}Town 10 Seneschal
trp_town_10_seneschal_pl|{!}Town 10 Seneschal
trp_town_11_seneschal|{!}Town 11 Seneschal
trp_town_11_seneschal_pl|{!}Town 11 Seneschal
trp_town_12_seneschal|{!}Town 12 Seneschal
trp_town_12_seneschal_pl|{!}Town 12 Seneschal
trp_town_13_seneschal|{!}Town 13 Seneschal
trp_town_13_seneschal_pl|{!}Town 13 Seneschal
trp_town_14_seneschal|{!}Town 14 Seneschal
trp_town_14_seneschal_pl|{!}Town 14 Seneschal
trp_town_15_seneschal|{!}Town 15 Seneschal
trp_town_15_seneschal_pl|{!}Town 15 Seneschal
trp_town_16_seneschal|{!}Town 16 Seneschal
trp_town_16_seneschal_pl|{!}Town 16 Seneschal
trp_town_17_seneschal|{!}Town17 Seneschal
trp_town_17_seneschal_pl|{!}Town17 Seneschal
trp_town_18_seneschal|{!}Town 18 Seneschal
trp_town_18_seneschal_pl|{!}Town 18 Seneschal
trp_town_19_seneschal|{!}Town 19 Seneschal
trp_town_19_seneschal_pl|{!}Town 19 Seneschal
trp_town_20_seneschal|{!}Town 20 Seneschal
trp_town_20_seneschal_pl|{!}Town 20 Seneschal
trp_town_21_seneschal|{!}Town 21 Seneschal
trp_town_21_seneschal_pl|{!}Town 21 Seneschal
trp_town_22_seneschal|{!}Town 22 Seneschal
trp_town_22_seneschal_pl|{!}Town 22 Seneschal
trp_castle_1_seneschal|{!}Castle 1 Seneschal
trp_castle_1_seneschal_pl|{!}Castle 1 Seneschal
trp_castle_2_seneschal|{!}Castle 2 Seneschal
trp_castle_2_seneschal_pl|{!}Castle 2 Seneschal
trp_castle_3_seneschal|{!}Castle 3 Seneschal
trp_castle_3_seneschal_pl|{!}Castle 3 Seneschal
trp_castle_4_seneschal|{!}Castle 4 Seneschal
trp_castle_4_seneschal_pl|{!}Castle 4 Seneschal
trp_castle_5_seneschal|{!}Castle 5 Seneschal
trp_castle_5_seneschal_pl|{!}Castle 5 Seneschal
trp_castle_6_seneschal|{!}Castle 6 Seneschal
trp_castle_6_seneschal_pl|{!}Castle 6 Seneschal
trp_castle_7_seneschal|{!}Castle 7 Seneschal
trp_castle_7_seneschal_pl|{!}Castle 7 Seneschal
trp_castle_8_seneschal|{!}Castle 8 Seneschal
trp_castle_8_seneschal_pl|{!}Castle 8 Seneschal
trp_castle_9_seneschal|{!}Castle 9 Seneschal
trp_castle_9_seneschal_pl|{!}Castle 9 Seneschal
trp_castle_10_seneschal|{!}Castle 10 Seneschal
trp_castle_10_seneschal_pl|{!}Castle 10 Seneschal
trp_castle_11_seneschal|{!}Castle 11 Seneschal
trp_castle_11_seneschal_pl|{!}Castle 11 Seneschal
trp_castle_12_seneschal|{!}Castle 2 Seneschal
trp_castle_12_seneschal_pl|{!}Castle 2 Seneschal
trp_castle_13_seneschal|{!}Castle 3 Seneschal
trp_castle_13_seneschal_pl|{!}Castle 3 Seneschal
trp_castle_14_seneschal|{!}Castle 4 Seneschal
trp_castle_14_seneschal_pl|{!}Castle 4 Seneschal
trp_castle_15_seneschal|{!}Castle 5 Seneschal
trp_castle_15_seneschal_pl|{!}Castle 5 Seneschal
trp_castle_16_seneschal|{!}Castle 6 Seneschal
trp_castle_16_seneschal_pl|{!}Castle 6 Seneschal
trp_castle_17_seneschal|{!}Castle 7 Seneschal
trp_castle_17_seneschal_pl|{!}Castle 7 Seneschal
trp_castle_18_seneschal|{!}Castle 8 Seneschal
trp_castle_18_seneschal_pl|{!}Castle 8 Seneschal
trp_castle_19_seneschal|{!}Castle 9 Seneschal
trp_castle_19_seneschal_pl|{!}Castle 9 Seneschal
trp_castle_20_seneschal|{!}Castle 20 Seneschal
trp_castle_20_seneschal_pl|{!}Castle 20 Seneschal
trp_castle_21_seneschal|{!}Castle 11 Seneschal
trp_castle_21_seneschal_pl|{!}Castle 11 Seneschal
trp_castle_22_seneschal|{!}Castle 2 Seneschal
trp_castle_22_seneschal_pl|{!}Castle 2 Seneschal
trp_castle_23_seneschal|{!}Castle 3 Seneschal
trp_castle_23_seneschal_pl|{!}Castle 3 Seneschal
trp_castle_24_seneschal|{!}Castle 4 Seneschal
trp_castle_24_seneschal_pl|{!}Castle 4 Seneschal
trp_castle_25_seneschal|{!}Castle 5 Seneschal
trp_castle_25_seneschal_pl|{!}Castle 5 Seneschal
trp_castle_26_seneschal|{!}Castle 6 Seneschal
trp_castle_26_seneschal_pl|{!}Castle 6 Seneschal
trp_castle_27_seneschal|{!}Castle 7 Seneschal
trp_castle_27_seneschal_pl|{!}Castle 7 Seneschal
trp_castle_28_seneschal|{!}Castle 8 Seneschal
trp_castle_28_seneschal_pl|{!}Castle 8 Seneschal
trp_castle_29_seneschal|{!}Castle 9 Seneschal
trp_castle_29_seneschal_pl|{!}Castle 9 Seneschal
trp_castle_30_seneschal|{!}Castle 20 Seneschal
trp_castle_30_seneschal_pl|{!}Castle 20 Seneschal
trp_castle_31_seneschal|{!}Castle 11 Seneschal
trp_castle_31_seneschal_pl|{!}Castle 11 Seneschal
trp_castle_32_seneschal|{!}Castle 2 Seneschal
trp_castle_32_seneschal_pl|{!}Castle 2 Seneschal
trp_castle_33_seneschal|{!}Castle 3 Seneschal
trp_castle_33_seneschal_pl|{!}Castle 3 Seneschal
trp_castle_34_seneschal|{!}Castle 4 Seneschal
trp_castle_34_seneschal_pl|{!}Castle 4 Seneschal
trp_castle_35_seneschal|{!}Castle 5 Seneschal
trp_castle_35_seneschal_pl|{!}Castle 5 Seneschal
trp_castle_36_seneschal|{!}Castle 6 Seneschal
trp_castle_36_seneschal_pl|{!}Castle 6 Seneschal
trp_castle_37_seneschal|{!}Castle 7 Seneschal
trp_castle_37_seneschal_pl|{!}Castle 7 Seneschal
trp_castle_38_seneschal|{!}Castle 8 Seneschal
trp_castle_38_seneschal_pl|{!}Castle 8 Seneschal
trp_castle_39_seneschal|{!}Castle 9 Seneschal
trp_castle_39_seneschal_pl|{!}Castle 9 Seneschal
trp_castle_40_seneschal|{!}Castle 20 Seneschal
trp_castle_40_seneschal_pl|{!}Castle 20 Seneschal
trp_castle_41_seneschal|{!}Castle 20 Seneschal
trp_castle_41_seneschal_pl|{!}Castle 20 Seneschal
trp_castle_42_seneschal|{!}Castle 20 Seneschal
trp_castle_42_seneschal_pl|{!}Castle 20 Seneschal
trp_castle_43_seneschal|{!}Castle 20 Seneschal
trp_castle_43_seneschal_pl|{!}Castle 20 Seneschal
trp_castle_44_seneschal|{!}Castle 20 Seneschal
trp_castle_44_seneschal_pl|{!}Castle 20 Seneschal
trp_castle_45_seneschal|{!}Castle 20 Seneschal
trp_castle_45_seneschal_pl|{!}Castle 20 Seneschal
trp_castle_46_seneschal|{!}Castle 20 Seneschal
trp_castle_46_seneschal_pl|{!}Castle 20 Seneschal
trp_castle_47_seneschal|{!}Castle 20 Seneschal
trp_castle_47_seneschal_pl|{!}Castle 20 Seneschal
trp_castle_48_seneschal|{!}Castle 20 Seneschal
trp_castle_48_seneschal_pl|{!}Castle 20 Seneschal
trp_town_1_arena_master|Tournament Master
trp_town_1_arena_master_pl|Tournament Master
trp_town_2_arena_master|Tournament Master
trp_town_2_arena_master_pl|Tournament Master
trp_town_3_arena_master|Tournament Master
trp_town_3_arena_master_pl|Tournament Master
trp_town_4_arena_master|Tournament Master
trp_town_4_arena_master_pl|Tournament Master
trp_town_5_arena_master|Tournament Master
trp_town_5_arena_master_pl|Tournament Master
trp_town_6_arena_master|Tournament Master
trp_town_6_arena_master_pl|Tournament Master
trp_town_7_arena_master|Tournament Master
trp_town_7_arena_master_pl|Tournament Master
trp_town_8_arena_master|Tournament Master
trp_town_8_arena_master_pl|Tournament Master
trp_town_9_arena_master|Tournament Master
trp_town_9_arena_master_pl|Tournament Master
trp_town_10_arena_master|Tournament Master
trp_town_10_arena_master_pl|Tournament Master
trp_town_11_arena_master|Tournament Master
trp_town_11_arena_master_pl|Tournament Master
trp_town_12_arena_master|Tournament Master
trp_town_12_arena_master_pl|Tournament Master
trp_town_13_arena_master|Tournament Master
trp_town_13_arena_master_pl|Tournament Master
trp_town_14_arena_master|Tournament Master
trp_town_14_arena_master_pl|Tournament Master
trp_town_15_arena_master|Tournament Master
trp_town_15_arena_master_pl|Tournament Master
trp_town_16_arena_master|Tournament Master
trp_town_16_arena_master_pl|Tournament Master
trp_town_17_arena_master|Tournament Master
trp_town_17_arena_master_pl|Tournament Master
trp_town_18_arena_master|Tournament Master
trp_town_18_arena_master_pl|Tournament Master
trp_town_19_arena_master|Tournament Master
trp_town_19_arena_master_pl|Tournament Master
trp_town_20_arena_master|Tournament Master
trp_town_20_arena_master_pl|Tournament Master
trp_town_21_arena_master|Tournament Master
trp_town_21_arena_master_pl|Tournament Master
trp_town_22_arena_master|Tournament Master
trp_town_22_arena_master_pl|Tournament Master
trp_town_1_armorer|军 械 盔 甲 商
trp_town_1_armorer_pl|军 械 盔 甲 商
trp_town_2_armorer|军 械 盔 甲 商
trp_town_2_armorer_pl|军 械 盔 甲 商
trp_town_3_armorer|军 械 盔 甲 商
trp_town_3_armorer_pl|军 械 盔 甲 商
trp_town_4_armorer|军 械 盔 甲 商
trp_town_4_armorer_pl|军 械 盔 甲 商
trp_town_5_armorer|军 械 盔 甲 商
trp_town_5_armorer_pl|军 械 盔 甲 商
trp_town_6_armorer|军 械 盔 甲 商
trp_town_6_armorer_pl|军 械 盔 甲 商
trp_town_7_armorer|军 械 盔 甲 商
trp_town_7_armorer_pl|军 械 盔 甲 商
trp_town_8_armorer|军 械 盔 甲 商
trp_town_8_armorer_pl|军 械 盔 甲 商
trp_town_9_armorer|军 械 盔 甲 商
trp_town_9_armorer_pl|军 械 盔 甲 商
trp_town_10_armorer|军 械 盔 甲 商
trp_town_10_armorer_pl|军 械 盔 甲 商
trp_town_11_armorer|军 械 盔 甲 商
trp_town_11_armorer_pl|军 械 盔 甲 商
trp_town_12_armorer|军 械 盔 甲 商
trp_town_12_armorer_pl|军 械 盔 甲 商
trp_town_13_armorer|军 械 盔 甲 商
trp_town_13_armorer_pl|军 械 盔 甲 商
trp_town_14_armorer|军 械 盔 甲 商
trp_town_14_armorer_pl|军 械 盔 甲 商
trp_town_15_armorer|军 械 盔 甲 商
trp_town_15_armorer_pl|军 械 盔 甲 商
trp_town_16_armorer|军 械 盔 甲 商
trp_town_16_armorer_pl|军 械 盔 甲 商
trp_town_17_armorer|军 械 盔 甲 商
trp_town_17_armorer_pl|军 械 盔 甲 商
trp_town_18_armorer|军 械 盔 甲 商
trp_town_18_armorer_pl|军 械 盔 甲 商
trp_town_19_armorer|军 械 盔 甲 商
trp_town_19_armorer_pl|军 械 盔 甲 商
trp_town_20_armorer|军 械 盔 甲 商
trp_town_20_armorer_pl|军 械 盔 甲 商
trp_town_21_armorer|军 械 盔 甲 商
trp_town_21_armorer_pl|军 械 盔 甲 商
trp_town_22_armorer|军 械 盔 甲 商
trp_town_22_armorer_pl|军 械 盔 甲 商
trp_town_1_weaponsmith|武 器 铁 匠
trp_town_1_weaponsmith_pl|武 器 铁 匠
trp_town_2_weaponsmith|武 器 铁 匠
trp_town_2_weaponsmith_pl|武 器 铁 匠
trp_town_3_weaponsmith|武 器 铁 匠
trp_town_3_weaponsmith_pl|武 器 铁 匠
trp_town_4_weaponsmith|武 器 铁 匠
trp_town_4_weaponsmith_pl|武 器 铁 匠
trp_town_5_weaponsmith|武 器 铁 匠
trp_town_5_weaponsmith_pl|武 器 铁 匠
trp_town_6_weaponsmith|武 器 铁 匠
trp_town_6_weaponsmith_pl|武 器 铁 匠
trp_town_7_weaponsmith|武 器 铁 匠
trp_town_7_weaponsmith_pl|武 器 铁 匠
trp_town_8_weaponsmith|武 器 铁 匠
trp_town_8_weaponsmith_pl|武 器 铁 匠
trp_town_9_weaponsmith|武 器 铁 匠
trp_town_9_weaponsmith_pl|武 器 铁 匠
trp_town_10_weaponsmith|武 器 铁 匠
trp_town_10_weaponsmith_pl|武 器 铁 匠
trp_town_11_weaponsmith|武 器 铁 匠
trp_town_11_weaponsmith_pl|武 器 铁 匠
trp_town_12_weaponsmith|武 器 铁 匠
trp_town_12_weaponsmith_pl|武 器 铁 匠
trp_town_13_weaponsmith|武 器 铁 匠
trp_town_13_weaponsmith_pl|武 器 铁 匠
trp_town_14_weaponsmith|武 器 铁 匠
trp_town_14_weaponsmith_pl|武 器 铁 匠
trp_town_15_weaponsmith|武 器 铁 匠
trp_town_15_weaponsmith_pl|武 器 铁 匠
trp_town_16_weaponsmith|武 器 铁 匠
trp_town_16_weaponsmith_pl|武 器 铁 匠
trp_town_17_weaponsmith|武 器 铁 匠
trp_town_17_weaponsmith_pl|武 器 铁 匠
trp_town_18_weaponsmith|武 器 铁 匠
trp_town_18_weaponsmith_pl|武 器 铁 匠
trp_town_19_weaponsmith|武 器 铁 匠
trp_town_19_weaponsmith_pl|武 器 铁 匠
trp_town_20_weaponsmith|武 器 铁 匠
trp_town_20_weaponsmith_pl|武 器 铁 匠
trp_town_21_weaponsmith|武 器 铁 匠
trp_town_21_weaponsmith_pl|武 器 铁 匠
trp_town_22_weaponsmith|武 器 铁 匠
trp_town_22_weaponsmith_pl|武 器 铁 匠
trp_town_1_tavernkeeper|酒 馆 老 板
trp_town_1_tavernkeeper_pl|酒 馆 老 板
trp_town_2_tavernkeeper|酒 馆 老 板
trp_town_2_tavernkeeper_pl|酒 馆 老 板
trp_town_3_tavernkeeper|酒 馆 老 板
trp_town_3_tavernkeeper_pl|酒 馆 老 板
trp_town_4_tavernkeeper|酒 馆 老 板
trp_town_4_tavernkeeper_pl|酒 馆 老 板
trp_town_5_tavernkeeper|酒 馆 老 板
trp_town_5_tavernkeeper_pl|酒 馆 老 板
trp_town_6_tavernkeeper|酒 馆 老 板
trp_town_6_tavernkeeper_pl|酒 馆 老 板
trp_town_7_tavernkeeper|酒 馆 老 板
trp_town_7_tavernkeeper_pl|酒 馆 老 板
trp_town_8_tavernkeeper|酒 馆 老 板
trp_town_8_tavernkeeper_pl|酒 馆 老 板
trp_town_9_tavernkeeper|酒 馆 老 板
trp_town_9_tavernkeeper_pl|酒 馆 老 板
trp_town_10_tavernkeeper|酒 馆 老 板
trp_town_10_tavernkeeper_pl|酒 馆 老 板
trp_town_11_tavernkeeper|酒 馆 老 板
trp_town_11_tavernkeeper_pl|酒 馆 老 板
trp_town_12_tavernkeeper|酒 馆 老 板
trp_town_12_tavernkeeper_pl|酒 馆 老 板
trp_town_13_tavernkeeper|酒 馆 老 板
trp_town_13_tavernkeeper_pl|酒 馆 老 板
trp_town_14_tavernkeeper|酒 馆 老 板
trp_town_14_tavernkeeper_pl|酒 馆 老 板
trp_town_15_tavernkeeper|酒 馆 老 板
trp_town_15_tavernkeeper_pl|酒 馆 老 板
trp_town_16_tavernkeeper|酒 馆 老 板
trp_town_16_tavernkeeper_pl|酒 馆 老 板
trp_town_17_tavernkeeper|酒 馆 老 板
trp_town_17_tavernkeeper_pl|酒 馆 老 板
trp_town_18_tavernkeeper|酒 馆 老 板
trp_town_18_tavernkeeper_pl|酒 馆 老 板
trp_town_19_tavernkeeper|酒 馆 老 板
trp_town_19_tavernkeeper_pl|酒 馆 老 板
trp_town_20_tavernkeeper|酒 馆 老 板
trp_town_20_tavernkeeper_pl|酒 馆 老 板
trp_town_21_tavernkeeper|酒 馆 老 板
trp_town_21_tavernkeeper_pl|酒 馆 老 板
trp_town_22_tavernkeeper|酒 馆 老 板
trp_town_22_tavernkeeper_pl|酒 馆 老 板
trp_town_1_merchant|商 人
trp_town_1_merchant_pl|商 人
trp_town_2_merchant|商 人
trp_town_2_merchant_pl|商 人
trp_town_3_merchant|商 人
trp_town_3_merchant_pl|商 人
trp_town_4_merchant|商 人
trp_town_4_merchant_pl|商 人
trp_town_5_merchant|商 人
trp_town_5_merchant_pl|商 人
trp_town_6_merchant|商 人
trp_town_6_merchant_pl|商 人
trp_town_7_merchant|商 人
trp_town_7_merchant_pl|商 人
trp_town_8_merchant|商 人
trp_town_8_merchant_pl|商 人
trp_town_9_merchant|商 人
trp_town_9_merchant_pl|商 人
trp_town_10_merchant|商 人
trp_town_10_merchant_pl|商 人
trp_town_11_merchant|商 人
trp_town_11_merchant_pl|商 人
trp_town_12_merchant|商 人
trp_town_12_merchant_pl|商 人
trp_town_13_merchant|商 人
trp_town_13_merchant_pl|商 人
trp_town_14_merchant|商 人
trp_town_14_merchant_pl|商 人
trp_town_15_merchant|商 人
trp_town_15_merchant_pl|商 人
trp_town_16_merchant|商 人
trp_town_16_merchant_pl|商 人
trp_town_17_merchant|商 人
trp_town_17_merchant_pl|商 人
trp_town_18_merchant|商 人
trp_town_18_merchant_pl|商 人
trp_town_19_merchant|商 人
trp_town_19_merchant_pl|商 人
trp_town_20_merchant|商 人
trp_town_20_merchant_pl|商 人
trp_town_21_merchant|商 人
trp_town_21_merchant_pl|商 人
trp_town_22_merchant|商 人
trp_town_22_merchant_pl|商 人
trp_salt_mine_merchant|Barezan
trp_salt_mine_merchant_pl|Barezan
trp_town_1_horse_merchant|Horse 商 人
trp_town_1_horse_merchant_pl|Horse 商 人
trp_town_2_horse_merchant|Horse 商 人
trp_town_2_horse_merchant_pl|Horse 商 人
trp_town_3_horse_merchant|Horse 商 人
trp_town_3_horse_merchant_pl|Horse 商 人
trp_town_4_horse_merchant|Horse 商 人
trp_town_4_horse_merchant_pl|Horse 商 人
trp_town_5_horse_merchant|Horse 商 人
trp_town_5_horse_merchant_pl|Horse 商 人
trp_town_6_horse_merchant|Horse 商 人
trp_town_6_horse_merchant_pl|Horse 商 人
trp_town_7_horse_merchant|Horse 商 人
trp_town_7_horse_merchant_pl|Horse 商 人
trp_town_8_horse_merchant|Horse 商 人
trp_town_8_horse_merchant_pl|Horse 商 人
trp_town_9_horse_merchant|Horse 商 人
trp_town_9_horse_merchant_pl|Horse 商 人
trp_town_10_horse_merchant|Horse 商 人
trp_town_10_horse_merchant_pl|Horse 商 人
trp_town_11_horse_merchant|Horse 商 人
trp_town_11_horse_merchant_pl|Horse 商 人
trp_town_12_horse_merchant|Horse 商 人
trp_town_12_horse_merchant_pl|Horse 商 人
trp_town_13_horse_merchant|Horse 商 人
trp_town_13_horse_merchant_pl|Horse 商 人
trp_town_14_horse_merchant|Horse 商 人
trp_town_14_horse_merchant_pl|Horse 商 人
trp_town_15_horse_merchant|Horse 商 人
trp_town_15_horse_merchant_pl|Horse 商 人
trp_town_16_horse_merchant|Horse 商 人
trp_town_16_horse_merchant_pl|Horse 商 人
trp_town_17_horse_merchant|Horse 商 人
trp_town_17_horse_merchant_pl|Horse 商 人
trp_town_18_horse_merchant|Horse 商 人
trp_town_18_horse_merchant_pl|Horse 商 人
trp_town_19_horse_merchant|Horse 商 人
trp_town_19_horse_merchant_pl|Horse 商 人
trp_town_20_horse_merchant|Horse 商 人
trp_town_20_horse_merchant_pl|Horse 商 人
trp_town_21_horse_merchant|Horse 商 人
trp_town_21_horse_merchant_pl|Horse 商 人
trp_town_22_horse_merchant|Horse 商 人
trp_town_22_horse_merchant_pl|Horse 商 人
trp_town_1_mayor|工 商 业 行 长
trp_town_1_mayor_pl|工 商 业 行 长
trp_town_2_mayor|工 商 业 行 长
trp_town_2_mayor_pl|工 商 业 行 长
trp_town_3_mayor|工 商 业 行 长
trp_town_3_mayor_pl|工 商 业 行 长
trp_town_4_mayor|工 商 业 行 长
trp_town_4_mayor_pl|工 商 业 行 长
trp_town_5_mayor|工 商 业 行 长
trp_town_5_mayor_pl|工 商 业 行 长
trp_town_6_mayor|工 商 业 行 长
trp_town_6_mayor_pl|工 商 业 行 长
trp_town_7_mayor|工 商 业 行 长
trp_town_7_mayor_pl|工 商 业 行 长
trp_town_8_mayor|工 商 业 行 长
trp_town_8_mayor_pl|工 商 业 行 长
trp_town_9_mayor|工 商 业 行 长
trp_town_9_mayor_pl|工 商 业 行 长
trp_town_10_mayor|工 商 业 行 长
trp_town_10_mayor_pl|工 商 业 行 长
trp_town_11_mayor|工 商 业 行 长
trp_town_11_mayor_pl|工 商 业 行 长
trp_town_12_mayor|工 商 业 行 长
trp_town_12_mayor_pl|工 商 业 行 长
trp_town_13_mayor|工 商 业 行 长
trp_town_13_mayor_pl|工 商 业 行 长
trp_town_14_mayor|工 商 业 行 长
trp_town_14_mayor_pl|工 商 业 行 长
trp_town_15_mayor|工 商 业 行 长
trp_town_15_mayor_pl|工 商 业 行 长
trp_town_16_mayor|工 商 业 行 长
trp_town_16_mayor_pl|工 商 业 行 长
trp_town_17_mayor|工 商 业 行 长
trp_town_17_mayor_pl|工 商 业 行 长
trp_town_18_mayor|工 商 业 行 长
trp_town_18_mayor_pl|工 商 业 行 长
trp_town_19_mayor|工 商 业 行 长
trp_town_19_mayor_pl|工 商 业 行 长
trp_town_20_mayor|工 商 业 行 长
trp_town_20_mayor_pl|工 商 业 行 长
trp_town_21_mayor|工 商 业 行 长
trp_town_21_mayor_pl|工 商 业 行 长
trp_town_22_mayor|工 商 业 行 长
trp_town_22_mayor_pl|工 商 业 行 长
trp_village_1_elder|村 长
trp_village_1_elder_pl|村 长
trp_village_2_elder|村 长
trp_village_2_elder_pl|村 长
trp_village_3_elder|村 长
trp_village_3_elder_pl|村 长
trp_village_4_elder|村 长
trp_village_4_elder_pl|村 长
trp_village_5_elder|村 长
trp_village_5_elder_pl|村 长
trp_village_6_elder|村 长
trp_village_6_elder_pl|村 长
trp_village_7_elder|村 长
trp_village_7_elder_pl|村 长
trp_village_8_elder|村 长
trp_village_8_elder_pl|村 长
trp_village_9_elder|村 长
trp_village_9_elder_pl|村 长
trp_village_10_elder|村 长
trp_village_10_elder_pl|村 长
trp_village_11_elder|村 长
trp_village_11_elder_pl|村 长
trp_village_12_elder|村 长
trp_village_12_elder_pl|村 长
trp_village_13_elder|村 长
trp_village_13_elder_pl|村 长
trp_village_14_elder|村 长
trp_village_14_elder_pl|村 长
trp_village_15_elder|村 长
trp_village_15_elder_pl|村 长
trp_village_16_elder|村 长
trp_village_16_elder_pl|村 长
trp_village_17_elder|村 长
trp_village_17_elder_pl|村 长
trp_village_18_elder|村 长
trp_village_18_elder_pl|村 长
trp_village_19_elder|村 长
trp_village_19_elder_pl|村 长
trp_village_20_elder|村 长
trp_village_20_elder_pl|村 长
trp_village_21_elder|村 长
trp_village_21_elder_pl|村 长
trp_village_22_elder|村 长
trp_village_22_elder_pl|村 长
trp_village_23_elder|村 长
trp_village_23_elder_pl|村 长
trp_village_24_elder|村 长
trp_village_24_elder_pl|村 长
trp_village_25_elder|村 长
trp_village_25_elder_pl|村 长
